query_id,semantic_similarity,recency_days,engagement_score,term_overlap,time_of_day_match,relevance
163,0.8433,102.66,40.06,0.508,0.1243,0.6064
155,0.5966,30.93,26.7,0.2425,0.6239,0.4352
80,0.6316,73.17,16.03,0.3034,0.8356,0.4707
79,0.484,10.19,25.79,0.1025,0.4881,0.4723
38,0.7102,44.67,15.45,0.5299,0.7929,0.6814
113,0.6644,25.91,41.35,0.3592,0.4066,0.5485
93,0.5778,0.65,3.4,0.3743,0.353,0.5668
54,0.7535,18.67,67.19,0.2499,0.9211,0.7009
135,0.591,0.43,7.5,0.2304,0.2756,0.5259
66,0.8383,38.37,31.25,0.1008,0.7174,0.6949
73,0.7216,42.81,2.23,0.1368,0.1223,0.4908
40,0.8056,43.88,2.69,0.0133,0.3935,0.5281
122,0.7529,27.47,38.74,0.1658,0.3262,0.591
123,0.5692,31.59,5.05,0.5591,0.6092,0.538
105,0.7855,41.42,17.85,0.0914,0.4434,0.6435
141,0.7612,9.11,12.58,0.0853,0.233,0.6259
196,0.726,17.05,26.94,0.3635,0.2995,0.5696
111,0.5332,58.34,30.46,0.0867,0.5384,0.4861
48,0.8155,49.53,29.2,0.0601,0.4459,0.5215
19,0.5012,1.21,60.93,0.1931,0.3775,0.4651
187,0.7471,19.57,53.5,0.1754,0.7391,0.696
35,0.8842,44.9,40.82,0.3232,0.4817,0.6761
21,0.5572,97.65,49.46,0.1941,0.6186,0.5008
14,0.6202,8.1,0.15,0.1527,0.263,0.5024
188,0.4902,64.35,25.8,0.534,0.3266,0.4912
7,0.8907,56.31,12.5,0.5772,0.5762,0.6277
136,0.9384,98.46,20.81,0.5264,0.4074,0.5818
101,0.6137,3.98,12.52,0.0801,0.5438,0.5111
189,0.3789,42.92,29.92,0.4258,0.8141,0.5031
58,0.727,37.01,16.58,0.2509,0.425,0.5769
102,0.612,54.62,3.5,0.4526,0.9065,0.5907
175,0.7411,32.23,32.02,0.2033,0.6809,0.4985
16,0.5572,23.49,37.39,0.2912,0.5844,0.5737
120,0.495,12.27,26.55,0.3981,0.3711,0.4895
13,0.6793,1.93,7.09,0.2273,0.7277,0.6058
155,0.8535,6.77,27.21,0.4522,0.8383,0.7819
88,0.6944,49.9,10.62,0.339,0.8865,0.551
13,0.4876,41.84,11.39,0.068,0.8584,0.4227
34,0.4459,3.53,5.55,0.3386,0.1911,0.4562
198,0.8755,9.81,38.18,0.2084,0.3507,0.5976
12,0.7517,104.53,12.83,0.4495,0.6583,0.452
187,0.6335,48.37,25.98,0.273,0.4258,0.5264
23,0.3721,28.36,52.05,0.1221,0.5968,0.4584
101,0.5797,9.28,7.83,0.2988,0.4304,0.5774
169,0.487,14.4,30.0,0.2619,0.5814,0.5796
153,0.6,74.72,6.31,0.436,0.732,0.5406
40,0.6316,15.8,20.05,0.3808,0.4002,0.5543
95,0.5903,0.93,34.73,0.3191,0.6196,0.6317
168,0.8611,11.51,37.93,0.3583,0.7332,0.6644
196,0.4638,29.02,4.37,0.2779,0.2302,0.5129
90,0.8298,54.29,27.34,0.1781,0.605,0.6586
143,0.582,40.55,17.87,0.072,0.4017,0.4343
12,0.7897,95.06,45.57,0.0851,0.2842,0.5395
27,0.7343,3.31,33.14,0.0837,0.2367,0.5664
36,0.2633,10.73,27.63,0.4204,0.719,0.37
15,0.631,18.37,39.05,0.4124,0.916,0.6232
56,0.7287,8.84,40.91,0.5543,0.5482,0.6506
72,0.7808,11.64,23.27,0.1028,0.613,0.6601
193,0.5489,3.42,37.58,0.2695,0.6079,0.513
0,0.4259,24.41,10.14,0.4115,0.7095,0.5461
175,0.9814,74.13,2.84,0.1249,0.6057,0.5647
139,0.6899,14.88,37.37,0.3892,0.1702,0.6074
160,0.9209,59.12,15.81,0.3414,0.9709,0.6305
18,0.6931,14.16,56.73,0.5274,0.475,0.6883
9,0.892,1.73,2.1,0.5132,0.3139,0.7123
59,0.5224,17.98,9.39,0.439,0.7802,0.5668
123,0.8151,26.41,31.66,0.2049,0.642,0.5961
56,0.9036,24.08,8.91,0.3319,0.4495,0.5987
193,0.5945,53.28,57.33,0.6955,0.5485,0.6531
59,0.6846,101.21,21.23,0.3281,0.654,0.4911
182,0.428,61.2,27.74,0.6308,0.6385,0.556
30,0.5509,0.1,45.03,0.2191,0.5217,0.5641
73,0.6942,6.15,52.3,0.5679,0.6461,0.7296
20,0.8179,1.88,69.86,0.2828,0.6163,0.7125
46,0.3896,3.06,7.15,0.0863,0.64,0.4413
120,0.4082,86.39,34.08,0.2906,0.436,0.503
131,0.7216,25.01,16.48,0.4672,0.8586,0.6583
139,0.8839,78.04,33.44,0.5407,0.7477,0.6095
36,0.8101,20.21,44.65,0.1346,0.5561,0.5984
41,0.7914,54.33,27.18,0.4681,0.3772,0.6869
76,0.9046,27.22,20.06,0.5729,0.1727,0.7052
6,0.4673,10.49,21.08,0.1834,0.4472,0.5689
31,0.649,21.67,37.16,0.4481,0.1893,0.7236
16,0.5468,79.25,8.44,0.4992,0.2016,0.347
19,0.5781,18.12,39.96,0.3192,0.3407,0.4833
169,0.6415,20.06,16.07,0.3247,0.6441,0.5256
90,0.3759,15.46,34.63,0.1892,0.7254,0.5077
179,0.5943,21.89,14.69,0.141,0.1654,0.4563
35,0.6946,57.92,5.68,0.0499,0.3778,0.411
51,0.4155,4.47,28.68,0.4171,0.0901,0.5177
130,0.6772,17.88,41.22,0.0568,0.4341,0.5077
172,0.7616,43.19,45.73,0.3379,0.241,0.5541
78,0.9224,0.34,34.11,0.2334,0.7454,0.7983
183,0.6268,12.38,7.24,0.3643,0.533,0.5515
167,0.7366,0.49,2.35,0.2107,0.2479,0.6149
55,0.7111,26.1,18.58,0.382,0.9727,0.6369
61,0.8081,12.69,19.9,0.1712,0.6489,0.6731
132,0.6094,38.9,8.97,0.1967,0.1965,0.5253
121,1.0,9.26,12.98,0.1735,0.6609,0.7234
75,0.8114,43.87,10.61,0.1946,0.593,0.6684
87,0.7081,23.65,23.58,0.2061,0.603,0.5906
178,0.4604,61.9,35.66,0.5672,0.5173,0.4526
16,0.5152,163.09,1.47,0.6492,0.5429,0.4087
10,0.4625,79.2,10.41,0.5185,0.3609,0.4724
67,0.9585,23.3,22.27,0.1963,0.1756,0.7147
166,0.2895,63.72,20.93,0.4997,0.4913,0.3593
186,0.3291,7.9,14.05,0.3684,0.2119,0.3758
128,0.54,4.94,26.13,0.0725,0.1593,0.599
169,0.8177,3.91,28.79,0.1358,0.5994,0.528
134,0.787,19.2,17.94,0.0889,0.382,0.5574
116,0.8766,27.41,12.41,0.4148,0.2887,0.7079
5,1.0,34.96,3.8,0.1828,0.4119,0.6053
142,0.8437,37.31,45.6,0.3856,0.7808,0.7196
8,0.6152,8.04,25.34,0.2907,0.462,0.642
5,0.7417,39.59,44.09,0.4615,0.2943,0.6813
139,0.7262,5.97,11.38,0.1454,0.6511,0.627
199,0.9693,21.95,17.7,0.2807,0.482,0.624
145,0.4677,31.38,19.57,0.1159,0.5228,0.4788
132,0.5867,30.49,39.89,0.3118,0.6884,0.6358
126,0.6699,3.25,21.51,0.2627,0.2307,0.5385
134,0.4122,12.85,57.98,0.2439,0.3337,0.4187
133,0.8742,20.96,41.13,0.2462,0.9052,0.7351
149,0.7849,17.2,44.83,0.1374,0.3071,0.6349
154,0.492,10.51,40.65,0.2903,0.6069,0.5836
171,0.8114,69.38,45.76,0.2931,0.5431,0.6235
52,1.0,69.44,37.66,0.576,0.9637,0.7161
191,0.5605,29.23,17.19,0.1879,0.3235,0.5157
106,0.9004,14.69,66.41,0.3277,0.4361,0.7093
76,0.9362,78.83,25.21,0.2109,0.7148,0.5899
170,0.9994,4.53,22.27,0.1773,0.2567,0.7375
112,0.8433,1.33,75.67,0.2485,0.3226,0.7761
24,0.8095,11.45,29.52,0.3055,0.458,0.7418
141,0.8511,62.49,8.59,0.4437,0.4221,0.6633
163,0.8144,3.75,40.28,0.0964,0.331,0.6544
88,0.7376,46.11,7.23,0.3232,0.7999,0.5006
162,0.923,50.0,22.54,0.1555,0.5745,0.6948
168,0.3182,3.02,41.67,0.0819,0.621,0.4713
146,0.554,21.05,20.48,0.4976,0.5186,0.5392
146,0.5369,3.18,24.94,0.3346,0.7016,0.5643
20,0.9062,31.16,52.18,0.4279,0.0974,0.7079
37,0.5048,16.3,34.8,0.2607,0.2569,0.5709
130,0.9768,63.1,13.56,0.7313,0.2138,0.7158
4,0.282,17.37,32.23,0.1112,0.3686,0.3629
66,0.7004,17.04,22.7,0.3399,0.3396,0.5921
158,0.9938,159.44,3.98,0.1029,0.3441,0.5517
184,0.6994,93.6,61.9,0.1496,0.6791,0.5716
176,0.8397,19.19,25.84,0.073,0.0679,0.6466
102,0.4386,37.67,0.52,0.5892,0.2149,0.4402
139,0.5536,5.72,8.02,0.3988,0.3307,0.5981
7,0.7102,36.84,4.45,0.4118,0.8338,0.6569
1,0.8261,18.18,27.15,0.1463,0.8432,0.6301
135,0.6505,40.26,18.49,0.218,0.365,0.4927
173,0.637,54.24,9.08,0.1928,0.7858,0.5231
34,0.5552,24.44,42.52,0.5602,0.5609,0.6388
69,0.8133,10.84,27.48,0.0619,0.3293,0.6907
92,0.7837,30.26,23.6,0.2695,0.6369,0.5019
175,0.5901,19.13,44.64,0.1065,0.1186,0.5928
79,0.4151,67.6,17.56,0.3015,0.6001,0.5061
35,0.8075,7.97,17.5,0.1704,0.7781,0.6543
85,0.6751,7.21,17.18,0.1995,0.4235,0.5362
22,0.5249,23.93,13.7,0.0939,0.1281,0.4491
102,1.0,38.1,34.14,0.2846,0.9132,0.7482
185,0.6118,80.24,3.06,0.4065,0.6863,0.4965
115,0.3505,31.0,7.94,0.3901,0.7893,0.5121
30,0.7772,140.66,74.3,0.1855,0.2663,0.6557
8,0.7952,1.69,16.27,0.3619,0.5371,0.6385
36,0.7682,4.9,30.04,0.1391,0.2505,0.6428
142,0.5619,26.15,39.29,0.1047,0.5332,0.5123
178,0.5501,54.31,1.36,0.0203,0.5599,0.3733
131,0.2893,48.19,13.5,0.1333,0.2135,0.2992
81,0.7131,2.88,19.4,0.6222,0.3085,0.6044
29,0.7139,14.73,52.16,0.6086,0.3089,0.7293
70,0.8034,0.46,22.2,0.1547,0.527,0.6873
85,1.0,23.32,42.05,0.0273,0.6884,0.7534
144,0.2782,0.23,31.39,0.0485,0.1149,0.4064
156,0.4505,10.14,24.11,0.2721,0.0651,0.452
68,0.3158,51.18,22.99,0.4217,0.5594,0.4545
104,0.7416,33.88,12.0,0.4607,0.5003,0.6076
108,0.4442,111.19,18.9,0.1515,0.8327,0.3578
145,0.7571,65.23,31.91,0.5445,0.6712,0.665
195,0.6301,17.36,21.43,0.0779,0.9849,0.6462
161,0.8035,100.09,5.84,0.2022,0.6636,0.3361
22,0.9854,37.8,7.71,0.3977,0.8677,0.7752
102,0.7389,32.88,19.59,0.3095,0.2108,0.5752
65,0.7534,13.7,16.04,0.2111,0.4737,0.6462
168,0.5633,17.36,10.12,0.1886,0.8253,0.5624
65,0.8455,64.58,16.88,0.1905,0.7259,0.6767
11,0.4848,24.9,56.7,0.377,0.2566,0.5598
26,0.8678,25.9,61.47,0.2413,0.579,0.6224
36,0.5539,4.39,15.38,0.5741,0.2728,0.5618
176,0.7756,25.91,38.13,0.0792,0.8631,0.705
105,0.8164,128.2,65.89,0.2691,0.7576,0.5786
29,0.587,15.22,31.83,0.0599,0.8535,0.4726
65,0.9258,3.13,23.5,0.1854,0.5086,0.7186
69,0.7777,28.66,30.83,0.3264,0.1405,0.583
129,0.7928,54.96,10.95,0.2396,0.9183,0.588
174,0.6078,4.68,3.35,0.0803,0.1917,0.4055
185,0.4578,46.27,6.77,0.1147,0.5547,0.4793
45,0.768,16.77,34.64,0.2443,0.7032,0.6236
168,0.3232,37.58,4.98,0.2993,0.6118,0.3884
63,0.5201,14.41,18.45,0.2806,0.3657,0.5903
159,0.842,47.65,22.06,0.2307,0.4047,0.6196
191,0.5116,40.63,10.86,0.2631,0.9468,0.4185
115,0.6822,16.1,23.7,0.1606,0.1856,0.5204
158,0.9468,79.82,7.12,0.4052,0.2884,0.6098
163,0.8392,52.3,9.33,0.481,0.8642,0.6956
157,0.5565,5.13,16.23,0.1499,0.1849,0.5179
35,0.6366,43.46,13.67,0.216,0.4985,0.5655
175,0.4963,7.14,12.77,0.3346,0.5311,0.5987
37,0.8605,189.56,10.95,0.5672,0.636,0.5469
96,0.4345,40.54,35.42,0.1031,0.7343,0.5114
131,0.5171,38.03,19.2,0.4606,0.4473,0.5754
25,0.4178,2.34,14.51,0.2321,0.3353,0.4806
4,0.7519,32.98,73.48,0.3333,0.2792,0.63
65,0.7392,8.5,26.71,0.1495,0.7954,0.6417
165,0.7526,95.92,3.37,0.0413,0.4369,0.5978
45,0.4783,4.2,13.92,0.1525,0.88,0.4686
183,0.5251,19.31,37.94,0.4552,0.7767,0.5921
182,0.4633,80.74,28.42,0.2162,0.5317,0.416
38,0.482,16.81,20.34,0.2997,0.1768,0.4564
16,0.6082,6.59,57.58,0.2825,0.6811,0.6837
102,0.4774,13.22,3.97,0.2241,0.5244,0.4614
100,0.9788,1.12,5.29,0.2349,0.7327,0.7938
47,0.9368,45.24,51.76,0.3697,0.208,0.6384
41,1.0,17.29,8.79,0.3164,0.5037,0.7634
45,0.7054,2.01,19.72,0.4122,0.2631,0.6726
125,0.4332,3.86,8.29,0.3656,0.9524,0.5537
9,1.0,18.17,23.03,0.1013,0.6308,0.6224
8,0.6807,46.47,62.55,0.3979,0.374,0.6612
76,0.8504,19.01,26.07,0.38,0.4924,0.534
22,0.6551,24.68,5.72,0.6917,0.3603,0.6635
126,0.3607,5.87,5.11,0.659,0.6848,0.4852
65,0.6993,35.7,22.63,0.3173,0.3191,0.551
55,0.6585,11.7,17.8,0.5144,0.4746,0.5647
188,0.7788,16.24,43.03,0.3495,0.628,0.7012
64,0.7835,26.67,24.29,0.4174,0.8909,0.6807
16,0.7777,27.02,10.95,0.1929,0.5946,0.6097
89,0.7328,7.96,56.22,0.3647,0.6497,0.7662
124,0.5983,19.5,30.3,0.5473,0.6445,0.4829
176,0.4937,23.51,15.78,0.4141,0.4441,0.5428
100,0.786,5.04,37.14,0.3932,0.8314,0.7641
92,0.5154,7.15,20.27,0.1179,0.1813,0.4472
15,0.7107,7.11,47.7,0.1534,0.3488,0.5843
41,0.6709,13.46,15.07,0.3473,0.1481,0.5672
60,0.9597,41.91,20.3,0.24,0.3934,0.6869
153,0.809,23.65,68.83,0.2017,0.7282,0.8006
130,0.6896,0.67,30.42,0.1428,0.2953,0.5907
106,0.4841,73.81,40.1,0.2335,0.3448,0.4995
110,0.8015,5.16,62.66,0.1071,0.6713,0.679
195,0.6433,52.8,2.23,0.2453,0.3312,0.4691
74,0.8802,60.23,17.94,0.1578,0.6816,0.6841
38,0.4256,15.01,53.35,0.2706,0.5301,0.4681
39,0.3364,50.4,33.43,0.1679,0.6241,0.4331
2,0.5437,124.82,21.4,0.1428,0.1707,0.3917
96,0.9796,3.19,19.28,0.3263,0.7492,0.6982
171,0.4514,50.72,5.11,0.312,0.5193,0.3764
147,0.4717,84.06,45.05,0.3868,0.2608,0.4494
85,1.0,22.35,18.52,0.1778,0.454,0.6953
108,1.0,59.09,32.54,0.4682,0.3874,0.7096
187,0.8967,10.96,27.46,0.1839,0.3854,0.6976
49,0.4934,175.95,32.7,0.5686,0.5388,0.3963
156,0.5197,29.33,27.01,0.143,0.4218,0.4376
180,0.9816,102.47,16.0,0.2557,0.2818,0.5518
69,0.593,18.35,35.12,0.3135,0.4172,0.6484
38,0.7589,0.53,4.33,0.2503,0.7285,0.6658
176,0.732,0.35,22.32,0.1414,0.4238,0.5614
14,0.7557,41.46,64.55,0.4123,0.4882,0.5476
199,0.3741,15.59,25.66,0.2263,0.3599,0.4684
21,0.6577,30.59,12.68,0.2744,0.9604,0.6398
116,0.6918,2.88,32.22,0.0655,0.1721,0.6894
103,0.3402,7.09,54.3,0.1512,0.7562,0.5003
36,0.9537,34.01,12.31,0.3499,0.4795,0.673
47,0.5482,5.22,20.87,0.2829,0.6747,0.6322
151,0.7578,46.06,2.42,0.4718,0.6614,0.6389
113,0.8059,6.09,36.19,0.257,0.5911,0.6622
49,0.6255,15.79,8.84,0.1619,0.2556,0.507
185,0.3716,1.52,22.63,0.1889,0.6748,0.5697
134,0.7985,5.93,23.73,0.2028,0.1691,0.737
16,0.6744,37.37,24.66,0.0568,0.3151,0.4754
130,0.773,0.62,33.9,0.1686,0.4966,0.6932
69,0.7896,1.93,10.11,0.1379,0.5685,0.6305
86,0.8199,44.52,10.17,0.2505,0.3365,0.6479
54,0.7473,51.55,12.44,0.3639,0.2839,0.5763
159,0.3897,18.75,30.82,0.1309,0.5808,0.3888
17,0.8739,8.56,24.32,0.3254,0.4931,0.679
7,0.8256,2.78,9.53,0.2858,0.3978,0.7182
154,0.4591,5.58,9.05,0.0428,0.4172,0.4377
55,0.7747,30.29,28.09,0.2651,0.5069,0.7573
42,0.7034,21.66,48.27,0.5896,0.8867,0.7016
48,0.7774,36.12,31.44,0.28,0.2282,0.5198
163,0.8949,23.41,48.78,0.3246,0.6101,0.7551
110,0.9707,24.95,34.01,0.2864,0.2992,0.704
33,0.8483,28.24,21.47,0.0921,0.8777,0.5561
50,0.8948,15.16,26.84,0.3005,0.4736,0.685
192,0.7107,20.81,63.31,0.2092,0.4578,0.6324
167,0.9325,23.76,54.95,0.1778,0.2436,0.665
155,0.9132,42.7,5.7,0.2846,0.8683,0.6837
194,0.7522,28.55,54.01,0.2785,0.5533,0.5486
93,0.509,2.08,1.12,0.5331,0.6208,0.5736
187,0.4178,55.76,37.13,0.2786,0.6933,0.4075
60,0.9267,72.13,16.71,0.1856,0.6746,0.6328
99,0.592,3.38,43.83,0.15,0.7358,0.6792
1,0.8559,90.24,24.89,0.4435,0.6382,0.5758
187,0.8308,16.82,77.76,0.2324,0.498,0.7028
134,0.7596,1.36,26.75,0.3131,0.3803,0.6636
137,0.6355,17.33,35.32,0.2937,0.095,0.5193
152,0.8829,22.57,9.88,0.2547,0.6196,0.6485
43,0.5166,18.69,26.75,0.2183,0.6146,0.4847
179,0.6713,2.24,27.59,0.4532,0.3834,0.5237
46,0.4333,6.6,33.59,0.2384,0.5114,0.3885
119,0.6826,11.05,32.01,0.4347,0.686,0.7181
166,0.6326,27.16,1.36,0.6036,0.8151,0.5689
198,1.0,127.93,38.6,0.1865,0.8479,0.6166
19,0.699,23.52,43.28,0.2747,0.9002,0.6203
151,0.3158,16.29,14.51,0.2795,0.1459,0.3685
166,0.7908,64.4,15.63,0.1181,0.4408,0.5865
145,0.7648,34.42,58.32,0.3306,0.7384,0.7026
114,0.6996,62.49,25.3,0.3603,0.5001,0.5882
161,0.5833,8.57,2.26,0.4411,0.4853,0.5792
46,0.4221,50.31,10.32,0.1954,0.0914,0.3018
171,0.7075,15.82,3.9,0.3017,0.4399,0.5821
118,0.9841,56.27,14.11,0.2954,0.4461,0.5956
194,0.6019,12.52,24.54,0.0536,0.0836,0.5395
66,0.513,12.54,57.58,0.1546,0.1894,0.5107
96,0.6316,21.23,6.88,0.0898,0.8615,0.5656
46,0.512,29.75,10.39,0.4662,0.2616,0.4452
120,0.3827,8.15,16.62,0.1552,0.2673,0.413
28,0.8338,18.51,32.95,0.0859,0.085,0.6316
92,0.6314,20.54,4.35,0.2239,0.4713,0.5561
160,0.614,50.06,11.48,0.3109,0.3949,0.4721
123,0.6302,0.91,51.28,0.3078,0.1866,0.6484
82,0.8352,21.02,20.17,0.1431,0.8663,0.6551
165,0.5937,0.05,22.74,0.3295,0.5693,0.5825
89,0.6855,29.82,22.36,0.4787,0.4684,0.6167
71,0.6535,7.36,16.42,0.3894,0.4876,0.5811
153,0.6393,36.18,25.91,0.3646,0.6551,0.541
50,0.5563,16.43,10.2,0.2775,0.7036,0.5042
96,0.8037,141.58,10.17,0.7263,0.4487,0.5196
149,0.8055,36.3,31.73,0.3787,0.6576,0.6009
6,0.8234,32.81,28.59,0.3441,0.7388,0.661
138,0.6505,35.98,7.6,0.2847,0.4096,0.4993
67,0.8021,2.48,46.35,0.3546,0.1896,0.7247
17,0.3652,15.7,11.96,0.5059,0.9104,0.5155
41,0.7761,17.28,39.33,0.356,0.399,0.7289
81,0.4738,28.75,23.26,0.0957,0.379,0.4692
49,0.78,41.96,15.44,0.4545,0.8657,0.6297
109,0.6545,50.52,28.81,0.4045,0.9733,0.5897
169,0.8001,14.18,18.51,0.5606,0.5281,0.6511
122,0.837,4.02,34.61,0.0944,0.9192,0.6536
18,0.8844,18.06,23.54,0.1862,0.2328,0.6024
117,0.7787,3.3,43.35,0.2688,0.3303,0.6675
17,0.8379,61.76,5.9,0.3622,0.2404,0.685
136,0.8528,5.34,23.86,0.215,0.3575,0.6291
168,0.3627,54.05,37.77,0.3027,0.3433,0.4324
35,0.5339,53.26,19.34,0.3321,0.2966,0.4597
144,0.6776,21.5,31.33,0.2161,0.8061,0.5706
189,0.7506,18.64,0.76,0.1968,0.9376,0.4752
0,0.5708,1.25,24.19,0.3733,0.8439,0.5738
160,0.7116,62.01,71.97,0.2129,0.7995,0.573
105,0.5133,3.36,16.0,0.7382,0.6477,0.649
91,0.4259,4.62,17.66,0.1791,0.4508,0.4773
39,0.5733,49.59,16.14,0.1019,0.4072,0.4586
183,0.3437,15.1,32.14,0.2347,0.5589,0.4317
133,0.413,0.63,35.16,0.3968,0.7629,0.4653
4,0.4588,13.4,1.6,0.152,0.535,0.4569
6,0.6866,161.7,18.35,0.2456,0.4981,0.553
118,0.5261,56.52,11.25,0.1101,0.5542,0.4589
148,0.8044,13.85,36.74,0.5158,0.4996,0.6993
193,0.5401,18.78,43.56,0.0955,0.176,0.5747
113,0.8745,97.55,19.93,0.306,0.6462,0.656
95,0.9824,10.82,6.01,0.5165,0.4815,0.6224
152,0.7931,1.51,15.01,0.5981,0.4509,0.7612
158,0.756,2.09,15.96,0.1791,0.7598,0.5944
96,0.6331,114.91,26.83,0.26,0.7115,0.573
168,0.8815,10.99,20.58,0.1596,0.4299,0.6104
93,0.8012,1.41,29.52,0.2458,0.8208,0.5815
82,0.3907,65.67,15.97,0.1712,0.6784,0.3372
25,0.4457,79.46,36.55,0.5277,0.5205,0.5207
92,0.3525,20.52,45.01,0.301,0.6202,0.4732
132,0.7475,83.36,34.04,0.4869,0.3236,0.5167
112,0.8638,1.43,17.35,0.3519,0.509,0.6573
63,0.3579,84.39,13.72,0.3835,0.7548,0.4333
192,0.4752,10.16,4.69,0.2305,0.2284,0.4566
47,0.5339,5.26,25.75,0.324,0.3939,0.5417
56,0.9811,9.41,38.1,0.3425,0.8264,0.8018
129,0.3451,47.46,35.67,0.0639,0.8808,0.4255
110,0.9871,7.31,9.76,0.0816,0.8112,0.7254
20,0.2803,21.04,27.08,0.3933,0.9325,0.4385
46,1.0,14.43,16.51,0.1511,0.7729,0.8346
145,0.5289,0.84,27.7,0.4953,0.3077,0.6098
23,0.5116,56.38,1.94,0.2181,0.4052,0.4269
101,0.4992,4.8,18.8,0.1182,0.5331,0.4727
144,0.9305,24.53,11.19,0.2053,0.796,0.64
84,0.6303,8.52,40.79,0.1388,0.4803,0.6163
192,0.9683,24.1,26.75,0.1448,0.3353,0.6258
73,0.6918,75.96,25.38,0.4283,0.2466,0.5279
130,0.9494,49.7,34.29,0.4414,0.1727,0.7391
60,0.9009,11.42,38.83,0.3836,0.8399,0.6966
121,0.4807,2.99,56.81,0.1436,0.5098,0.5099
131,0.7491,30.45,39.91,0.2017,0.96,0.6289
83,0.8127,97.85,9.38,0.2384,0.2605,0.5138
184,0.44,32.81,13.33,0.119,0.6104,0.4937
98,0.7124,52.03,14.21,0.1192,0.0223,0.4236
107,0.5586,12.57,15.38,0.1183,0.5808,0.51
41,0.9052,20.14,8.89,0.3502,0.7212,0.7113
99,0.4147,14.44,24.91,0.4965,0.7822,0.5224
191,1.0,52.64,5.62,0.2302,0.2992,0.7133
62,0.7085,75.11,9.28,0.2953,0.4162,0.5165
170,0.7044,29.59,4.81,0.3611,0.5236,0.5463
135,0.681,22.67,37.91,0.1934,0.4753,0.4595
177,0.8992,50.76,35.3,0.2595,0.5328,0.5841
109,0.7112,34.06,3.46,0.602,0.6324,0.6253
173,0.5885,106.7,56.93,0.3069,0.4747,0.5724
52,0.7429,2.04,9.22,0.0861,0.6755,0.641
94,0.7325,22.0,46.15,0.2156,0.8456,0.5931
123,0.6244,45.17,26.07,0.0977,0.7276,0.4847
30,0.3544,92.6,43.78,0.1605,0.4143,0.3749
65,0.4414,8.33,34.87,0.1632,0.8102,0.5182
192,0.7413,14.13,50.64,0.0735,0.4594,0.5815
194,0.692,26.89,32.67,0.397,0.4276,0.5687
195,0.8616,1.54,28.39,0.1035,0.3363,0.6716
106,0.5461,22.0,17.06,0.3903,0.0725,0.4479
162,0.4911,41.74,59.39,0.1639,0.4797,0.4914
88,0.3869,0.0,10.14,0.2012,0.1359,0.3338
196,0.4687,60.7,33.49,0.1197,0.3606,0.4682
6,0.6539,27.54,10.3,0.3236,0.0865,0.4286
142,0.5796,18.96,3.64,0.1864,0.6361,0.5245
3,0.3094,26.92,9.91,0.0844,0.3046,0.3375
102,0.5906,11.15,10.58,0.3596,0.4223,0.5827
36,0.8987,14.71,10.68,0.7746,0.3069,0.8454
65,0.4272,32.65,53.21,0.2365,0.4,0.4071
92,0.6014,43.0,6.39,0.087,0.4412,0.3986
195,0.7386,73.11,52.45,0.1445,0.377,0.5545
152,1.0,59.01,46.96,0.3357,0.4624,0.7082
164,0.6081,7.56,11.15,0.5998,0.5363,0.6639
68,0.6933,33.13,10.2,0.242,0.5466,0.6865
92,0.6606,3.54,8.2,0.1219,0.7035,0.6854
65,0.3411,46.1,8.83,0.1661,0.217,0.414
128,0.9317,51.71,8.01,0.3205,0.7376,0.6397
191,0.5401,35.22,20.01,0.1565,0.0777,0.4817
162,0.8326,44.3,26.94,0.5037,0.4201,0.7283
193,0.6562,17.19,40.4,0.3388,0.45,0.6294
18,0.5583,118.52,17.38,0.138,0.8387,0.3471
95,0.6473,5.14,4.67,0.5075,0.3114,0.59
16,0.5195,3.17,11.08,0.437,0.5876,0.5332
149,0.6907,38.18,42.27,0.7282,0.1842,0.6893
186,0.5865,10.11,35.61,0.2377,0.3983,0.5543
118,0.7498,2.05,1.66,0.2305,0.1629,0.6442
80,0.8948,11.3,18.57,0.1731,0.2702,0.5885
55,0.3419,111.26,28.58,0.1319,0.6384,0.2584
188,0.6224,89.02,16.12,0.2022,0.6512,0.5828
97,0.7975,0.59,10.01,0.1409,0.1205,0.6905
149,0.24,1.27,13.69,0.3262,0.744,0.3923
118,0.4505,4.74,9.84,0.0985,0.4739,0.4821
167,0.7746,4.66,8.77,0.6014,0.9265,0.7695
67,0.9306,46.01,21.97,0.3707,0.3033,0.6401
16,0.989,31.27,38.45,0.337,0.8277,0.635
80,0.3257,23.33,17.57,0.5994,0.8061,0.4245
161,0.4515,54.04,19.63,0.2963,0.52,0.4033
103,0.8783,44.38,27.46,0.0996,0.7261,0.6461
110,0.3464,29.52,29.84,0.6059,0.3821,0.4475
83,0.5633,30.92,52.84,0.1372,0.38,0.535
97,0.8472,1.75,33.68,0.5299,0.2443,0.7235
13,0.9262,41.57,57.15,0.3985,0.1021,0.6601
155,0.6747,19.37,1.95,0.2027,0.5354,0.5094
101,0.3733,2.87,30.33,0.2426,0.4288,0.4178
34,0.6022,14.91,28.53,0.2126,0.7414,0.5777
45,0.9792,79.79,27.77,0.3173,0.429,0.7013
115,0.7432,18.64,21.34,0.0441,0.4446,0.6334
101,0.704,20.0,7.95,0.6484,0.2958,0.5352
6,0.3227,16.89,16.15,0.2627,0.933,0.3965
95,0.5217,0.76,30.81,0.216,0.705,0.6318
